,carat,cut,color,clarity,depth,table,price,x,y,z,price/carat
3645,0.41,Ideal,H,VS1,61.9,56,1061,4.78,4.75,2.95,2587.804878
3646,0.54,Ideal,H,SI1,62.1,56,1178,5.18,5.26,3.24,2181.481481
3647,0.55,Ideal,F,VS2,61.2,55,1580,5.28,5.3,3.24,2872.727273
3648,1.05,Ideal,J,SI1,61.7,55,4405,6.54,6.56,4.04,4195.238095
3649,0.31,Good,G,VS1,63.8,57,802,4.33,4.29,2.75,2587.096774
3650,0.34,Ideal,E,VS1,61,57,805,4.49,4.52,2.75,2367.647059
3651,0.51,Ideal,G,VVS1,60.4,57,1933,5.2,5.22,3.15,3790.196078
3652,0.39,Ideal,E,VS1,60.2,56,1123,4.79,4.78,2.88,2879.487179
3653,1.52,Premium,J,VVS2,58.3,62,8427,7.61,7.49,4.4,5544.078947
3654,1.02,Very Good,G,SI2,63.1,60,4370,6.41,6.34,4.02,4284.313725
3655,0.31,Ideal,I,VVS1,62.7,53,557,4.33,4.35,2.72,1796.774194
3656,0.41,Premium,D,SI1,62.9,58,1015,4.75,4.7,2.97,2475.609756
3657,0.91,Fair,H,SI1,65.3,62,3278,6.11,6.01,3.96,3602.197802
3658,0.41,Premium,G,SI2,61.4,58,611,4.75,4.8,2.93,1490.243902
3659,1,Very Good,G,SI1,62.3,62,5511,6.34,6.38,3.96,5511
3660,0.4,Very Good,J,VVS1,61.2,55,772,4.75,4.8,2.92,1930
3661,2.01,Very Good,I,SI2,60.9,60,13488,8,8.15,4.92,6710.447761
3662,0.53,Very Good,F,SI1,61.5,59,1320,5.15,5.19,3.18,2490.566038
3663,0.32,Ideal,E,VS2,61.9,55,900,4.43,4.42,2.74,2812.5
3664,0.3,Premium,G,VS1,62.2,59,605,4.28,4.31,2.67,2016.666667
3665,0.33,Premium,G,VS1,62.2,58,854,4.42,4.39,2.74,2587.878788
3666,0.52,Good,E,SI2,60.5,62,1199,5.15,5.2,3.13,2305.769231
3667,1.05,Ideal,J,SI1,62.3,56,4253,6.47,6.5,4.04,4050.47619
3668,0.32,Very Good,F,VS2,62.8,53,645,4.34,4.38,2.74,2015.625
3669,0.4,Very Good,G,SI2,63.1,59,765,4.7,4.65,2.95,1912.5
3670,0.3,Ideal,F,SI1,62.7,54,470,4.29,4.32,2.7,1566.666667
3671,0.71,Ideal,E,SI1,61.9,56,2404,5.76,5.71,3.55,3385.915493
3672,0.36,Premium,D,SI1,59.6,58,851,4.65,4.61,2.76,2363.888889
3673,0.71,Very Good,D,VS2,61.8,55,3084,5.72,5.74,3.54,4343.661972
3674,0.34,Ideal,F,VS2,62.1,55,880,4.51,4.47,2.79,2588.235294
3675,1,Very Good,E,SI1,63.3,57,5051,6.3,6.36,4.01,5051
3676,0.33,Ideal,G,VVS1,61.9,55,858,4.45,4.5,2.77,2600
3677,0.34,Very Good,D,SI1,62.8,58,626,4.44,4.48,2.8,1841.176471
3678,0.35,Premium,I,VS2,61.2,58,630,4.57,4.55,2.79,1800
3679,0.74,Premium,H,SI1,62.4,58,2300,5.75,5.7,3.57,3108.108108
3680,1.5,Premium,I,SI2,62.5,61,7526,7.29,7.24,4.54,5017.333333
3681,1.01,Good,E,VS1,63.4,58,7234,6.36,6.38,4.04,7162.376238
3682,0.71,Premium,D,VS2,60.3,62,3077,5.76,5.69,3.45,4333.802817
3683,0.53,Ideal,E,VVS2,62.9,54,2271,5.19,5.15,3.25,4284.90566
3684,1.55,Ideal,E,SI1,61.5,56,13291,7.4,7.36,4.54,8574.83871
3685,1.7,Good,E,VS2,64.1,60,15385,7.43,7.52,4.79,9050
3686,0.3,Very Good,H,VS1,62.9,54,526,4.28,4.31,2.7,1753.333333
3687,0.46,Ideal,G,SI2,61.1,57,807,4.97,5.01,3.05,1754.347826
3688,0.38,Premium,F,VS1,62.7,57,1101,4.71,4.64,2.93,2897.368421
3689,1.21,Ideal,F,SI2,61.5,57,5028,6.88,6.82,4.21,4155.371901
3690,0.39,Good,H,VS2,63.1,58,718,4.63,4.66,2.93,1841.025641
3691,0.32,Ideal,E,VS2,62.1,54,900,4.42,4.4,2.74,2812.5
3692,1.59,Ideal,I,SI1,62.1,57,8835,7.48,7.46,4.64,5556.603774
3693,1.18,Good,D,SI2,60.7,63,5168,6.77,6.81,4.12,4379.661017
3694,0.52,Ideal,E,VVS2,61.9,55,2371,5.15,5.19,3.2,4559.615385
3695,0.91,Ideal,F,SI1,62,55,5176,6.21,6.24,3.86,5687.912088
3696,0.52,Ideal,E,VS2,61.5,56,1767,5.17,5.14,3.17,3398.076923
3697,1.22,Ideal,H,VS2,61.9,55,4914,6.88,6.83,4.24,4027.868852
3698,0.32,Ideal,G,VVS1,61.1,55,814,4.45,4.48,2.73,2543.75
3699,0.5,Good,E,VS2,57.8,60,1365,5.2,5.29,3.03,2730
3700,0.9,Good,G,VS2,60.4,61,4547,6.23,6.32,3.79,5052.222222
3701,1.01,Very Good,F,VVS2,59.8,58,8212,6.47,6.55,3.89,8130.693069
3702,1.03,Ideal,E,SI1,62,55,5411,6.46,6.5,4.02,5253.398058
3703,0.36,Ideal,D,VS1,61.1,56,1095,4.6,4.63,2.82,3041.666667
3704,0.73,Premium,D,VS2,60.9,59,2947,5.82,5.77,3.53,4036.986301
3705,0.43,Ideal,E,VVS2,60.8,57,1135,4.9,4.87,2.97,2639.534884
3706,0.32,Ideal,D,VVS1,61.8,56,1140,4.41,4.39,2.72,3562.5
3707,0.49,Ideal,G,VS2,61.1,57,1246,5.12,5.09,3.12,2542.857143
3708,0.51,Ideal,I,VS2,62.1,54,1131,5.12,5.16,3.19,2217.647059
3709,0.36,Ideal,G,VVS1,60,56,892,4.66,4.69,2.81,2477.777778
3710,1.01,Ideal,E,SI1,61.8,57,5262,6.39,6.49,3.98,5209.90099
3711,1.05,Ideal,D,VS2,61.7,59,7965,6.5,6.53,4.02,7585.714286
3712,0.52,Good,G,SI1,64.3,61,1147,5.01,4.97,3.21,2205.769231
3713,1.12,Very Good,H,SI2,61.8,58,4624,6.62,6.68,4.11,4128.571429
3714,0.58,Very Good,H,SI1,63.3,56,1332,5.34,5.31,3.37,2296.551724
3715,0.31,Premium,H,VVS1,61.9,58,907,4.34,4.32,2.68,2925.806452
3716,1,Good,G,SI1,57.2,59,4758,6.66,6.62,3.8,4758
3717,0.23,Very Good,H,VS1,61,57,353,3.94,3.96,2.41,1534.782609
3718,0.9,Very Good,G,VS1,62.4,55,4358,6.11,6.17,3.83,4842.222222
3719,1.51,Good,J,SI1,62.4,64,7162,7.31,7.23,4.54,4743.046358
3720,1.5,Premium,H,VS1,62.1,59,11088,7.27,7.31,4.53,7392
3721,0.71,Premium,F,VS1,58.6,62,3082,5.88,5.82,3.43,4340.84507
3722,0.31,Premium,G,SI1,62.1,58,462,4.33,4.36,2.7,1490.322581
3723,0.8,Very Good,H,VS1,62.7,56,3144,5.88,5.96,3.71,3930
3724,0.73,Premium,D,SI1,61.7,55,2821,5.84,5.82,3.6,3864.383562
3725,1.2,Premium,H,SI2,59.6,60,4906,6.91,6.84,4.1,4088.333333
3726,1.3,Premium,J,SI1,61.9,56,5569,7.07,7.04,4.37,4283.846154
3727,1.03,Good,D,SI2,63.8,54,3607,6.36,6.3,4.04,3501.941748
3728,1.02,Premium,G,VVS1,62.1,59,8005,6.39,6.36,3.96,7848.039216
3729,1,Very Good,G,SI1,63.1,56,4295,6.41,6.31,4.01,4295
3730,0.25,Fair,D,VS1,61.2,55,563,4.09,4.11,2.51,2252
3731,0.3,Ideal,E,VS2,61.8,56,658,4.3,4.34,2.67,2193.333333
3732,0.71,Very Good,G,SI1,61.6,61,2515,5.7,5.72,3.52,3542.253521
3733,0.31,Premium,G,IF,61.4,59,988,4.39,4.34,2.68,3187.096774
3734,1.15,Premium,F,SI2,62.2,59,4437,6.7,6.62,4.14,3858.26087
3735,1.25,Good,F,VS2,63.9,58,6440,6.76,6.71,4.31,5152
3736,1.05,Premium,H,SI2,61.4,58,4116,6.58,6.54,4.03,3920
3737,0.3,Ideal,G,VVS2,61.8,54,665,4.33,4.34,2.68,2216.666667
3738,0.35,Very Good,D,SI1,63.3,57,827,4.53,4.51,2.86,2362.857143
3739,1.02,Fair,J,SI1,66.8,55,3027,6.25,6.18,4.15,2967.647059
3740,1,Good,G,VS2,63.7,59,5645,6.38,6.33,4.05,5645
3741,1.05,Very Good,E,VS2,63.5,57,6586,6.51,6.46,4.12,6272.380952
3742,0.31,Premium,F,VS2,62.3,59,625,4.29,4.34,2.69,2016.129032
3743,0.34,Ideal,D,VS2,62.5,57,1033,4.47,4.4,2.77,3038.235294
3744,1.25,Very Good,J,VS1,60.4,60,5628,6.99,7.08,4.25,4502.4
3745,0.36,Premium,F,SI1,62.3,59,600,4.5,4.56,2.82,1666.666667
3746,1,Fair,F,VS2,66.7,57,4732,6.11,6.04,4.05,4732
3747,0.71,Ideal,E,VS2,61.8,57,2630,5.7,5.73,3.53,3704.225352
3748,0.3,Very Good,F,VS1,61.9,59,658,4.26,4.3,2.65,2193.333333
3749,0.5,Very Good,J,VS1,61.4,57.8,1034,5.09,5.14,3.15,2068
3750,1.21,Ideal,H,VS2,61.9,55,7250,6.86,6.8,4.23,5991.735537
3751,0.4,Very Good,G,IF,62.3,59,1173,4.67,4.7,2.92,2932.5
3752,2.42,Premium,I,VS1,59.8,59,17262,8.8,8.78,5.26,7133.057851
3753,1.6,Good,E,SI1,63.6,58,12467,7.38,7.44,4.71,7791.875
3754,1.2,Ideal,I,SI1,60.3,56,5763,6.87,6.97,4.17,4802.5
3755,1.77,Ideal,J,VS1,62.2,56,11150,7.77,7.73,4.82,6299.435028
3756,1.12,Very Good,F,SI2,61.5,58,4953,6.63,6.68,4.09,4422.321429
3757,0.71,Very Good,E,VVS2,61.5,61,3580,5.7,5.75,3.52,5042.253521
3758,1.06,Premium,H,VS1,62.5,58,5549,6.5,6.47,4.05,5234.90566
3759,0.9,Very Good,F,SI1,63.6,58,3848,6.08,6.12,3.88,4275.555556
3760,1.06,Ideal,H,SI1,62.7,57,4120,6.48,6.53,4.08,3886.792453
3761,1.51,Very Good,I,SI1,62.7,61,8637,7.27,7.33,4.58,5719.86755
3762,0.43,Ideal,H,SI1,62.1,57,858,4.83,4.77,2.98,1995.348837
3763,0.51,Premium,D,VS2,62.7,59,1807,5.09,5.05,3.18,3543.137255
3764,0.74,Ideal,G,VS1,60.9,55,3635,5.84,5.91,3.58,4912.162162
3765,0.54,Ideal,E,SI2,60.4,57,1340,5.33,5.27,3.2,2481.481481
3766,0.31,Ideal,E,VVS2,60.8,56,767,4.39,4.42,2.68,2474.193548
3767,0.7,Good,H,VS2,64.1,58,2137,5.51,5.57,3.55,3052.857143
3768,1.21,Ideal,F,VS1,62.2,54.9,8629,6.79,6.84,4.24,7131.404959
3769,1.23,Premium,J,VS2,61.9,55,5504,6.94,6.88,4.28,4474.796748
3770,0.32,Ideal,G,IF,61.6,55,918,4.42,4.45,2.73,2868.75
3771,1.33,Very Good,J,VS2,62.7,59,5785,6.97,7.01,4.38,4349.62406
3772,1.2,Ideal,F,VS1,62,55,9641,6.81,6.83,4.23,8034.166667
3773,0.6,Ideal,H,SI1,61.4,55,1766,5.46,5.49,3.36,2943.333333
3774,0.38,Very Good,D,VS2,61.5,62,871,4.6,4.63,2.84,2292.105263
3775,0.79,Ideal,G,SI1,60.3,60,2907,5.98,6.02,3.62,3679.746835
3776,2.47,Ideal,J,SI2,62.1,57,15430,8.64,8.57,5.34,6246.963563
3777,0.53,Ideal,G,VVS2,62.5,54,1818,5.19,5.21,3.25,3430.188679
3778,0.71,Good,F,VVS2,58.9,61,2960,5.8,5.9,3.44,4169.014085
3779,0.57,Premium,E,SI1,61.4,58,1728,5.34,5.28,3.26,3031.578947
3780,0.51,Good,G,VVS2,63.3,58,1800,5.04,5.07,3.2,3529.411765
3781,0.51,Very Good,G,VS2,62.7,57,1438,5.05,5.12,3.19,2819.607843
3782,0.76,Ideal,E,VS1,62.1,57,2947,5.82,5.87,3.63,3877.631579
3783,1.12,Ideal,H,SI1,60.7,56,5457,6.74,6.7,4.08,4872.321429
3784,0.33,Premium,G,VS1,61.9,59,666,4.43,4.45,2.75,2018.181818
3785,0.31,Ideal,F,IF,60.7,56,901,4.42,4.45,2.69,2906.451613
3786,0.34,Premium,H,VVS2,62.7,59,880,4.47,4.43,2.79,2588.235294
3787,0.32,Ideal,E,SI2,62,55,449,4.36,4.41,2.72,1403.125
3788,0.73,Good,E,VS1,60.8,61,3471,5.77,5.8,3.52,4754.794521
3789,0.72,Ideal,E,VVS1,61.6,56,4702,5.75,5.77,3.55,6530.555556
3790,1.08,Very Good,J,SI2,63.2,59,3810,6.57,6.4,4.1,3527.777778
3791,0.39,Ideal,F,VS1,61.6,57,902,4.7,4.72,2.9,2312.820513
3792,0.9,Very Good,E,SI2,62.6,58,3902,6.1,6.16,3.84,4335.555556
3793,0.42,Ideal,J,VS1,62.7,57,723,4.75,4.79,2.99,1721.428571
3794,0.3,Ideal,E,VS2,62.6,56,658,4.29,4.34,2.7,2193.333333
3795,1.5,Fair,I,SI2,64.9,61,4704,7.14,7.09,4.62,3136
3796,0.7,Ideal,I,SI1,61.3,57,1790,5.72,5.75,3.52,2557.142857
3797,0.5,Fair,I,VS1,66.9,56,969,4.85,4.81,3.23,1938
3798,0.56,Ideal,G,VS1,60.8,55,1837,5.34,5.36,3.25,3280.357143
3799,0.8,Ideal,F,SI2,59.9,59,2762,6.01,6.07,3.62,3452.5
3800,1.51,Premium,F,IF,60.5,61,18102,7.5,7.4,4.45,11988.07947
3801,1.6,Premium,G,SI1,62.2,58,11818,7.44,7.5,4.65,7386.25
3802,0.87,Ideal,H,VS2,61.7,57,3118,6.14,6.09,3.77,3583.908046
3803,0.7,Good,G,SI1,63.9,58,2218,5.57,5.51,3.54,3168.571429
3804,1,Ideal,E,SI2,62.9,56,3450,6.32,6.3,3.97,3450
3805,1.06,Good,G,VS2,63.1,59,6212,6.45,6.48,4.08,5860.377358
3806,0.75,Premium,G,SI2,61,58,2216,5.9,5.94,3.61,2954.666667
3807,0.63,Premium,E,SI1,61.3,58,1921,5.57,5.52,3.4,3049.206349
3808,1.33,Premium,H,SI2,62.8,52,6405,7.15,7.06,4.46,4815.789474
3809,0.56,Good,H,SI1,63.2,57,1197,5.23,5.27,3.32,2137.5
3810,0.7,Good,I,VS1,64.3,58,2271,5.56,5.61,3.59,3244.285714
3811,0.54,Very Good,G,VS1,61.6,54,1665,5.26,5.3,3.25,3083.333333
3812,0.31,Premium,E,VS2,60.3,58,872,4.42,4.37,2.65,2812.903226
3813,0.32,Ideal,H,VVS1,61.6,56,936,4.41,4.39,2.71,2925
3814,1.38,Very Good,H,SI2,62.3,60,6369,7.07,7.12,4.42,4615.217391
3815,0.49,Fair,D,VS2,57.5,68,1249,5.18,5.11,2.96,2548.979592
3816,0.71,Very Good,I,VS1,62.9,59,2226,5.68,5.71,3.58,3135.211268
3817,2.01,Good,G,SI1,63.9,60,17804,7.81,7.75,4.97,8857.711443
3818,0.9,Good,E,SI2,62.1,63,3724,6.09,6.12,3.79,4137.777778
3819,0.41,Ideal,G,VVS2,62.2,54,939,4.75,4.8,2.97,2290.243902
3820,0.7,Good,F,SI2,58.1,61,2020,5.76,5.8,3.36,2885.714286
3821,0.38,Very Good,F,VS1,61.4,61,746,4.66,4.69,2.87,1963.157895
3822,2.06,Premium,G,SI1,59.3,61,13317,8.44,8.36,4.98,6464.563107
3823,1.31,Good,G,SI1,63.4,56.5,7147,6.87,6.97,4.4,5455.725191
3824,2.02,Good,I,SI1,64.3,56,13286,7.85,7.99,5.09,6577.227723
3825,1.06,Very Good,F,IF,60.6,56,9433,6.62,6.69,4.03,8899.056604
3826,2.04,Very Good,J,VS1,62.6,58,14527,8.06,8.11,5.06,7121.078431
3827,0.41,Premium,G,VS2,60.7,59,990,4.85,4.8,2.93,2414.634146
3828,0.35,Ideal,D,SI1,62.3,55,827,4.56,4.52,2.83,2362.857143
3829,0.34,Premium,I,VVS1,62.4,59,803,4.44,4.4,2.76,2361.764706
3830,0.52,Ideal,H,VS1,62,55.4,1575,5.16,5.21,3.21,3028.846154
3831,0.7,Very Good,H,SI2,63.3,56,1890,5.64,5.68,3.58,2700
3832,1.7,Very Good,H,VS2,63.3,58,12833,7.48,7.56,4.76,7548.823529
3833,0.35,Very Good,G,VS1,62.5,55,706,4.51,4.55,2.83,2017.142857
3834,0.56,Ideal,D,VS2,62.7,57,1846,5.28,5.25,3.3,3296.428571
3835,0.52,Premium,G,VS1,59.1,60,1622,5.24,5.19,3.08,3119.230769
3836,0.52,Very Good,G,VS1,61.7,56,1689,5.17,5.21,3.2,3248.076923
3837,0.7,Very Good,H,SI1,57.7,60,2048,5.85,5.9,3.39,2925.714286
3838,0.7,Premium,F,VVS2,62.2,56,3018,5.72,5.63,3.53,4311.428571
3839,2.09,Ideal,H,SI2,60.6,57,16703,8.3,8.2,5,7991.866029
3840,1.61,Ideal,I,SI1,62.4,55,10236,7.49,7.52,4.68,6357.763975
3841,1.16,Ideal,I,SI2,62.6,56,4560,6.73,6.68,4.2,3931.034483
3842,0.72,Ideal,F,SI2,62,57,1743,5.68,5.64,3.51,2420.833333
3843,0.52,Very Good,G,VVS1,62.3,55,2040,5.13,5.15,3.2,3923.076923
3844,1.51,Premium,G,SI1,59.6,60,11129,7.47,7.43,4.44,7370.198675
3845,0.91,Ideal,G,VS1,62.3,55,4860,6.17,6.22,3.86,5340.659341
3846,0.3,Ideal,F,VS2,60.9,56,573,4.35,4.39,2.66,1910
3847,0.34,Premium,D,SI1,59.6,61,803,4.53,4.5,2.69,2361.764706
3848,0.4,Ideal,G,SI2,62.1,53,573,4.75,4.78,2.96,1432.5
3849,0.55,Ideal,F,SI1,61.8,55,1316,5.22,5.27,3.24,2392.727273
3850,0.3,Ideal,F,VVS2,62.2,55,684,4.29,4.33,2.68,2280
3851,2.25,Fair,H,I1,67.7,58,6653,8.01,7.97,5.41,2956.888889
3852,0.9,Very Good,D,SI2,63.2,57,3818,6.08,6.1,3.85,4242.222222
3853,0.43,Premium,F,SI2,58.3,62,813,4.97,4.91,2.88,1890.697674
3854,0.5,Very Good,H,VS2,62.8,58,1262,5.03,5.07,3.17,2524
3855,0.41,Premium,E,SI2,59.5,62,818,4.84,4.8,2.87,1995.121951
3856,0.34,Ideal,H,IF,61.9,55,913,4.5,4.55,2.8,2685.294118
3857,0.71,Fair,D,VS2,64.7,58,3077,5.61,5.58,3.62,4333.802817
3858,0.28,Very Good,G,VVS1,60.7,56,586,4.27,4.29,2.6,2092.857143
3859,0.44,Ideal,E,VVS2,61.8,56,1274,4.88,4.93,3.03,2895.454545
3860,0.4,Premium,E,SI2,61.4,59,855,4.75,4.7,2.9,2137.5
3861,0.72,Ideal,F,SI2,61.8,57,2456,5.75,5.78,3.56,3411.111111
3862,0.76,Premium,D,VS2,60.9,58,2977,5.9,5.85,3.58,3917.105263
3863,0.81,Ideal,J,VS1,62.3,57,2626,5.93,5.98,3.71,3241.975309
3864,1.02,Very Good,J,VS2,59.3,58,3796,6.56,6.62,3.91,3721.568627
3865,1.21,Premium,E,SI1,62.3,58,6963,6.77,6.74,4.21,5754.545455
3866,0.33,Very Good,G,SI1,63.2,57,631,4.44,4.39,2.79,1912.121212
3867,0.77,Very Good,E,SI1,63.2,58,2873,5.8,5.84,3.68,3731.168831
3868,0.54,Ideal,G,SI2,61.8,55,1028,5.23,5.26,3.24,1903.703704
3869,2.35,Premium,J,VS1,60.7,60,14399,8.64,8.6,5.23,6127.234043
3870,1.15,Ideal,H,VS2,62.4,56,6788,6.71,6.65,4.17,5902.608696
3871,1,Ideal,I,VS2,62.6,54,3858,6.39,6.35,3.99,3858
3872,0.38,Ideal,I,VS1,61.5,55.1,703,4.66,4.7,2.88,1850
3873,0.9,Very Good,D,SI2,58.1,60,3371,6.24,6.26,3.63,3745.555556
3874,0.43,Premium,G,VVS1,60.3,58,1264,4.91,4.87,2.95,2939.534884
3875,0.78,Ideal,G,VS2,61.7,56,3613,5.89,5.94,3.65,4632.051282
3876,1.51,Very Good,E,SI2,58.8,58,9727,7.53,7.61,4.45,6441.721854
3877,0.7,Good,E,VS1,65.5,57,2657,5.46,5.54,3.6,3795.714286
3878,0.32,Premium,H,VS1,60.6,60,720,4.44,4.4,2.68,2250
3879,0.31,Ideal,F,VVS1,62,55,840,4.34,4.37,2.7,2709.677419
3880,0.57,Very Good,H,VVS2,62.2,56,1726,5.32,5.35,3.31,3028.070175
3881,1.02,Premium,E,VS2,61.9,62,6215,6.47,6.38,3.98,6093.137255
3882,0.8,Very Good,F,VS2,62.3,57,3653,5.91,5.94,3.69,4566.25
3883,1.04,Ideal,H,SI1,61.7,56,5469,6.51,6.55,4.03,5258.653846
3884,0.31,Premium,G,VVS1,61.4,58,816,4.32,4.35,2.66,2632.258065
3885,0.7,Very Good,D,VS1,62.8,58,3375,5.65,5.68,3.56,4821.428571
3886,2.01,Very Good,H,SI1,63.1,56,11825,8.05,8,5.06,5883.084577
3887,0.31,Ideal,I,VS2,62,54,452,4.37,4.4,2.72,1458.064516
3888,0.31,Ideal,I,VS1,62.8,57,628,4.32,4.28,2.7,2025.806452
3889,1.55,Ideal,I,VS1,61.9,55,10869,7.43,7.46,4.61,7012.258065
3890,0.86,Ideal,G,SI2,61.9,55,3442,6.11,6.14,3.79,4002.325581
3891,1.16,Fair,H,SI2,68.2,55,3118,6.47,6.37,4.38,2687.931034
3892,0.39,Premium,E,VS2,60.1,61,951,4.76,4.72,2.85,2438.461538
3893,0.74,Good,E,SI1,62.1,64,2366,5.76,5.71,3.56,3197.297297
3894,1.01,Very Good,F,SI2,62.5,58,4690,6.39,6.41,4,4643.564356
3895,1.41,Good,E,VVS2,59.9,61,14853,7.21,7.37,4.37,10534.04255
3896,1.31,Very Good,H,VS2,60.4,58,8261,7.04,7.09,4.27,6306.10687
3897,1,Ideal,D,SI1,60.6,56,5775,6.5,6.54,3.95,5775
3898,0.73,Premium,E,VS1,60.9,61,3311,5.81,5.79,3.53,4535.616438
3899,0.56,Ideal,F,VS1,62.1,56,2097,5.32,5.28,3.29,3744.642857
3900,1.22,Ideal,J,VS1,60.8,57,5504,6.85,6.89,4.18,4511.47541
3901,0.3,Premium,G,VS2,61.6,60,675,4.33,4.28,2.65,2250
3902,0.4,Ideal,F,VVS1,61.5,56,1206,4.77,4.73,2.92,3015
3903,1.04,Ideal,H,SI1,59.7,60,4812,6.61,6.59,3.94,4626.923077
3904,1.22,Ideal,H,SI2,61.7,56,5807,6.91,6.83,4.24,4759.836066
3905,0.81,Ideal,D,SI1,61.5,57,2748,6,6.03,3.7,3392.592593
3906,0.74,Ideal,F,VS2,62.1,56,3171,5.79,5.83,3.61,4285.135135
3907,1.01,Ideal,F,SI2,62.1,55,4458,6.42,6.47,4,4413.861386
3908,1.2,Good,G,SI2,62.1,60,5310,6.72,6.78,4.19,4425
3909,1,Good,H,VS1,61.8,61,5219,6.4,6.31,3.93,5219
3910,0.3,Ideal,H,VVS1,61.9,57,665,4.3,4.33,2.67,2216.666667
3911,0.3,Very Good,E,VS1,61.9,60,710,4.26,4.3,2.65,2366.666667
3912,0.57,Premium,G,VS2,62.1,57,1728,5.3,5.27,3.28,3031.578947
3913,0.9,Very Good,F,VS1,62.5,58,5279,6.12,6.17,3.84,5865.555556
3914,1,Ideal,I,SI1,61.8,55,4602,6.41,6.44,3.97,4602
3915,1.06,Ideal,I,VS2,61.6,57,5748,6.53,6.58,4.04,5422.641509
3916,0.26,Very Good,F,VVS1,60.8,58,679,4.11,4.18,2.52,2611.538462
3917,0.72,Very Good,H,VS1,62.8,56,2206,5.72,5.77,3.61,3063.888889
3918,0.83,Premium,D,SI2,62.7,56,3078,6.01,5.98,3.76,3708.433735
3919,1.71,Premium,H,VS1,58.1,62,11161,8.02,7.84,4.61,6526.900585
3920,0.8,Very Good,F,SI1,63.4,57,2851,5.89,5.82,3.71,3563.75
3921,0.43,Ideal,I,VS2,62,55,716,4.84,4.87,3.01,1665.116279
3922,0.41,Ideal,F,VVS2,62.5,56,1115,4.72,4.75,2.96,2719.512195
3923,0.41,Ideal,F,VVS1,62,55,1356,4.78,4.74,2.95,3307.317073
3924,1.04,Ideal,E,SI1,62.6,53,6260,6.49,6.52,4.07,6019.230769
3925,0.35,Ideal,D,VS2,61.6,56,1063,4.56,4.53,2.8,3037.142857
3926,0.7,Very Good,D,SI1,62.3,59,2827,5.67,5.7,3.54,4038.571429
3927,0.28,Good,E,SI1,62.6,60,373,4.12,4.15,2.59,1332.142857
3928,0.78,Ideal,G,VS2,61.1,56,3343,5.89,5.96,3.62,4285.897436
3929,1.33,Fair,E,SI2,65,57,4916,6.93,6.89,4.49,3696.240602
3930,0.51,Ideal,G,VVS2,62,57,1750,5.1,5.13,3.17,3431.372549
3931,1,Ideal,H,VS2,62.4,57,4172,6.42,6.36,3.99,4172
3932,0.34,Ideal,G,VS1,61.3,55,898,4.52,4.55,2.78,2641.176471
3933,0.42,Ideal,D,SI2,62.4,57,700,4.78,4.81,2.99,1666.666667
3934,0.74,Ideal,H,VS2,62.5,54,2497,5.76,5.82,3.62,3374.324324
3935,1.08,Ideal,G,VS2,62.5,56,6530,6.57,6.54,4.1,6046.296296
3936,0.62,Good,G,VS1,62.5,60.8,1893,5.37,5.47,3.39,3053.225806
3937,0.85,Ideal,E,SI2,60.7,55,3441,6.14,6.19,3.74,4048.235294
3938,1.39,Ideal,F,VS2,61.5,55,12744,7.19,7.23,4.44,9168.345324
3939,0.73,Ideal,E,VS2,61.6,56,3429,5.8,5.82,3.58,4697.260274
3940,0.4,Very Good,E,VVS2,60.3,59,1017,4.74,4.78,2.87,2542.5
3941,1,Premium,H,SI2,60,62,3584,6.53,6.51,3.91,3584
3942,0.3,Ideal,G,VVS1,61.1,57,764,4.32,4.35,2.65,2546.666667
3943,0.4,Premium,F,VS1,61.9,59,982,4.67,4.7,2.9,2455
3944,0.3,Ideal,H,VVS2,61.5,55,590,4.34,4.37,2.68,1966.666667
3945,0.53,Ideal,I,VS2,62,55,1236,5.16,5.19,3.21,2332.075472
3946,0.33,Ideal,E,VVS1,61.7,56,1052,4.48,4.46,2.76,3187.878788
3947,1.52,Very Good,I,SI1,59.9,60,9290,7.46,7.49,4.48,6111.842105
3948,0.39,Fair,E,VS2,65.4,57,1049,4.61,4.54,2.99,2689.74359
3949,0.32,Ideal,G,VVS2,61.2,56,730,4.41,4.42,2.7,2281.25
3950,0.72,Ideal,H,SI1,62.2,58,2458,5.72,5.76,3.57,3413.888889
3951,0.71,Very Good,E,VS1,62.6,59,3464,5.68,5.76,3.58,4878.873239
3952,0.91,Ideal,G,VS1,61.3,56,4029,6.28,6.21,3.83,4427.472527
3953,0.4,Ideal,E,VS2,62.4,56,912,4.71,4.74,2.95,2280
3954,0.38,Very Good,D,VS2,58.7,61,871,4.74,4.77,2.79,2292.105263
3955,1.25,Premium,J,SI2,61.5,57,4690,7,6.93,4.28,3752
3956,0.59,Ideal,E,VVS2,62,55,2761,5.38,5.43,3.35,4679.661017
3957,1.7,Premium,F,VS1,60.6,58,18598,7.71,7.68,4.66,10940
3958,0.58,Ideal,F,VVS2,61.9,56,2380,5.35,5.38,3.32,4103.448276
3959,1.01,Good,F,SI2,65.7,58,4049,6.12,6.2,4.05,4008.910891
3960,0.74,Very Good,E,VS1,62.1,53.4,3872,5.8,5.82,3.61,5232.432432
3961,0.34,Ideal,G,VVS1,62.5,53,956,4.49,4.47,2.8,2811.764706
3962,0.32,Ideal,D,VS2,62.6,55,758,4.37,4.39,2.74,2368.75
3963,1.17,Very Good,H,SI1,59.6,62,6336,6.88,6.82,4.08,5415.384615
